Product_type,Brand,Size,fabric,fabric_cost_per_kg/meter/hide,fabric_raw_cost,manufacturing,transportation,tax,brand_value,retailer_margin,selling_price
Traditional Dress,George-Thomas (mid_range),M,cotton,445,306.28,256.28,20.85,233.34,335.74,1025.39,2177.88
Dress,"Pennington, Anderson and Parker Basics (budget)",XL,cotton,191,133.42,111.61,9.38,23.2,40.63,169.03,487.27
Dress,Davis-Cowan Basics (budget),M,cotton,201,87.97,78.62,6.69,16.95,40.89,124.91,356.03
Contemporary Dress,Kim-Klein (mid_range),M,cotton,328,212.21,214.54,13.79,170.28,263.35,715.15,1589.33
Dress,"Miller, Wagner and Maldonado Basics (budget)",XXXL,cotton,226,211.38,173.84,12.35,35.42,72.36,238.43,743.76
Dress,"Curtis, Boyd and Morton Basics (budget)",XXL,cotton,192,147.3,133.74,10.7,26.8,51.88,192.33,562.75
Dress,Dennis-French Basics (budget),XL,cotton,218,140.84,137.18,8.01,25.82,52.21,178.15,542.21
Dress,Carter & Co. (premium),S,cotton,671,808.73,670.61,54.28,753.88,857.63,3891.08,7036.22
Dress,Larson-Meyer Basics (budget),S,cotton,166,64.54,56.75,3.24,11.78,22.42,88.69,247.42
Dress,Miller & Co. (premium),L,cotton,786,1447.62,1274.61,92.74,1366.03,1337.13,7231.48,12749.61
Dress,Gardner Ltd Basics (budget),S,cotton,162,55.54,55.1,3.81,11.78,25.29,95.93,247.46
Dress,Garcia Couture (luxury),XXL,cotton,1356,6405.31,6061.87,331.57,13453.88,19567.76,79749.14,125569.52
Dress,Garza-Santiago Basics (budget),XXL,cotton,181,143.87,135.8,9.36,28.83,64.53,223.02,605.41
Formal Dress,"Hayes, Shaw and Weiss Basics (budget)",XXL,cotton,190,142.32,136.78,8.21,26.99,45.58,206.88,566.74
Dress,"Lee, Pittman and Parker Basics (budget)",XXL,cotton,179,152.97,128.26,9.99,28.44,74.89,202.64,597.19
Dress,Meyers and Sons Basics (budget),S,cotton,175,64.33,47.11,5.15,11.84,26.1,94.02,248.54
Dress,Maxwell Ltd Basics (budget),XXXL,cotton,143,132.82,96.78,7.52,24.39,59.63,191.05,512.19
Dress,Sutton-Espinoza (mid_range),XL,cotton,478,481.07,344.89,31.56,324.17,491.2,1352.68,3025.55
Traditional Dress,"Odom, Hill and Jones (mid_range)",L,cotton,417,368.79,311.32,20.14,275.14,396.09,1196.48,2567.96
Dress,Long & Co. (premium),S,cotton,632,811.67,660.8,49.52,815.43,1075.55,4197.71,7610.67
Dress,Davis PLC Basics (budget),XXXL,cotton,177,176.39,157.63,10.38,33.33,72.03,250.16,699.92
Dress,Hall Inc (mid_range),L,cotton,415,320.44,228.64,16.82,201.01,247.78,861.35,1876.05
Dress,Gomez & Co. (premium),L,cotton,877,1677.92,1492.27,112.3,1546.25,1703.08,7899.9,14431.71
Dress,Frazier-Logan Basics (budget),XXL,cotton,181,156.19,117.07,9.29,28.17,73.49,207.27,591.48
Dress,Simmons & Co. (premium),XXL,cotton,750,2179.17,1779.71,138.97,1809.8,2425.53,8558.26,16891.43
Dress,"Floyd, Martin and Ayers Basics (budget)",XXXL,cotton,244,233.73,179.02,13.98,40.27,71.69,306.93,845.62
Dress,Marshall-Ward (mid_range),S,cotton,352,200.08,181.56,15.69,165.77,221.12,762.98,1547.2
Dress,French-Garner (mid_range),XL,cotton,511,537.83,472.24,37.4,350.71,478.65,1396.43,3273.27
Casual Dress,Sparks-Moss Basics (budget),XXL,cotton,187,144.77,146.3,9.45,28.73,67.78,206.23,603.26
Dress,Simmons & Co. (premium),XXXL,cotton,693,2332.28,2083.32,143.97,1951.87,2417.62,9288.38,18217.43
Dress,White and Sons (mid_range),M,cotton,467,330.41,272.71,24.13,243.64,395.2,1007.91,2273.99
Dress,Singh-Melendez (mid_range),S,cotton,382,216.8,206.17,14.84,170.1,210.27,769.39,1587.57
Dress,"Taylor, Cain and Brandt (mid_range)",XL,cotton,395,397.98,333.6,20.87,258.37,314.46,1086.16,2411.43
Dress,Gates-Gregory Basics (budget),S,cotton,160,57.32,54.79,2.89,11.3,19.05,91.9,237.24
Dress,"Fitzgerald, Wong and Cunningham Basics (budget)",XXXL,cotton,206,209.22,191.58,14.31,39.55,74.92,300.97,830.54
Dress,Compton & Co. (premium),M,cotton,667,1167.98,932.77,66.73,1047.09,1076.89,5481.35,9772.8
Dress,Stuart Couture (luxury),XXXL,cotton,1443,8794.06,8558.52,666.27,17075.01,24525.94,99746.93,159366.72
Dress,Chavez Group (mid_range),XXXL,cotton,385,545.47,430.61,41.85,432.93,628.22,1961.58,4040.64
Dress,Fry Inc Basics (budget),S,cotton,250,94.37,82.75,6.54,16.47,31.81,114.0,345.94
Modern Dress,Benitez-Williams Basics (budget),XXL,cotton,219,162.29,161.85,12.73,33.09,65.64,259.36,694.95
Dress,Whitaker Ltd (mid_range),XL,cotton,495,452.62,410.76,32.46,346.91,418.77,1576.29,3237.82
Dress,Lewis Group (mid_range),XXL,cotton,472,579.33,544.64,35.31,463.27,647.09,2054.26,4323.9
Contemporary Dress,Smith Inc Basics (budget),XXL,cotton,196,143.17,130.12,9.31,26.78,60.01,192.91,562.31
Dress,Schmidt Inc Basics (budget),XXXL,cotton,155,139.5,120.52,7.27,27.55,57.77,225.97,578.58
Dress,Kennedy and Sons (mid_range),XXXL,cotton,471,651.37,513.76,41.63,455.61,611.42,1978.58,4252.37
Dress,Medina & Co. (premium),XXXL,cotton,648,2004.25,1839.74,117.04,1757.77,2023.18,8663.84,16405.81
Dress,Sullivan-Hardy (mid_range),XXXL,cotton,377,519.74,391.17,29.45,336.27,463.6,1398.31,3138.55
Casual Dress,"Allen, Huber and Scott Basics (budget)",XXXL,cotton,224,207.37,154.42,11.03,34.71,65.96,255.51,729.0
Casual Dress,Daniels-Smith Basics (budget),M,cotton,172,87.89,71.97,5.26,16.53,39.99,125.54,347.17
Dress,Smith-Everett Basics (budget),S,cotton,188,68.98,58.49,4.36,12.02,25.06,83.56,252.46
Classic Dress,Black-Santana Basics (budget),XL,cotton,155,98.61,95.75,7.26,19.9,40.57,155.8,417.87
Dress,Kennedy-Murphy Basics (budget),L,cotton,216,111.28,103.19,8.36,21.13,41.87,157.81,443.64
Dress,Hampton PLC (mid_range),S,cotton,406,216.01,166.21,10.91,158.96,209.28,722.24,1483.6
Dress,"Garcia, Hill and Thompson Basics (budget)",XXXL,cotton,244,225.5,187.46,11.54,44.07,105.61,351.34,925.53
Traditional Dress,"Sherman, Foster and Trevino Basics (budget)",XXXL,cotton,145,132.61,134.12,9.77,26.3,53.17,196.24,552.2
Dress,Jensen-Brown Basics (budget),XXL,cotton,246,188.88,170.38,11.5,36.44,59.59,298.49,765.28
Traditional Dress,Morgan Couture (luxury),S,cotton,1251,2703.04,2354.35,209.54,5490.4,6814.11,33672.27,51243.71
Dress,Jordan & Co. (premium),S,cotton,789,1011.78,826.56,77.95,929.12,1317.94,4508.44,8671.8
Classic Dress,Perry Couture (luxury),S,cotton,1747,4073.22,3077.39,291.27,7571.25,11737.33,43914.56,70665.01
Casual Dress,Sanchez PLC Basics (budget),M,cotton,172,85.12,82.88,5.46,17.27,40.99,130.86,362.58
Dress,Sanchez Couture (luxury),XL,cotton,1360,4894.97,4386.26,388.19,10330.11,15073.92,61340.88,96414.34
Dress,Johnson-Wells (mid_range),XXXL,cotton,397,563.38,431.18,44.69,423.2,666.14,1821.31,3949.9
Dress,"Johnson, Parsons and Short Basics (budget)",XL,cotton,161,97.74,79.86,5.96,16.97,32.35,123.5,356.37
Dress,King Couture (luxury),XXL,cotton,1128,5367.84,4146.27,377.03,8653.35,13285.09,48935.06,80764.65
Vintage Dress,"Reed, Warren and Scott Basics (budget)",XXXL,cotton,158,142.48,104.67,8.42,25.27,53.16,196.67,530.67
Dress,Smith-Meza Basics (budget),XL,cotton,204,128.02,105.1,10.17,23.04,52.73,164.85,483.92
Classic Dress,Willis Inc (mid_range),S,cotton,488,247.35,209.15,14.88,195.46,303.86,853.6,1824.31
Modern Dress,"Garcia, Tucker and Phillips Basics (budget)",S,cotton,163,60.96,62.16,4.61,12.54,21.88,101.22,263.36
Dress,Hughes & Co. (premium),S,cotton,760,1038.49,778.75,54.67,1078.65,1410.49,5706.33,10067.38
Traditional Dress,Wilson and Sons Basics (budget),XL,cotton,141,83.93,76.65,5.82,14.55,25.23,99.34,305.5
Classic Dress,Miranda & Co. (premium),XXL,cotton,805,2438.91,2249.29,173.45,2407.9,2583.5,12620.65,22473.69
Dress,"Walls, Williams and Williams (mid_range)",XXL,cotton,456,518.39,529.6,31.46,462.93,627.96,2150.37,4320.71
Dress,"Ruiz, Wilson and Wilkerson Basics (budget)",XL,cotton,212,141.0,121.52,8.14,25.81,63.26,182.28,542.02
Dress,Williams-Adkins (mid_range),M,cotton,344,247.39,186.39,14.87,165.64,209.38,722.31,1545.98
Modern Dress,"Paul, Forbes and Young Basics (budget)",XL,cotton,211,147.21,146.95,10.4,29.93,60.82,233.27,628.59
Dress,Allen & Co. (premium),XXL,cotton,773,2007.35,1889.67,130.03,1953.14,2770.68,9478.46,18229.33
Dress,Payne-Brown (mid_range),M,cotton,444,332.49,301.44,16.97,247.9,381.42,1033.53,2313.74
Dress,"Ramirez, Young and Nunez (mid_range)",XXL,cotton,430,467.3,351.47,31.22,330.89,543.77,1363.66,3088.3
Dress,Morales Couture (luxury),XL,cotton,1551,5916.8,5490.39,413.97,11046.48,15181.33,65051.53,103100.5
Dress,Jones-Caldwell Basics (budget),M,cotton,232,118.77,96.28,8.97,21.11,46.06,152.19,443.38
Dress,Tucker & Co. (premium),L,cotton,739,1328.29,1290.15,81.95,1272.15,1531.41,6369.42,11873.38
Dress,"Sanchez, Tate and Carter (mid_range)",M,cotton,324,206.91,151.2,13.96,150.04,233.34,644.9,1400.35
Dress,"Miller, Williams and Williams (mid_range)",S,cotton,500,286.72,211.5,22.29,221.06,355.57,966.05,2063.19
Formal Dress,Brown Inc Basics (budget),XXXL,cotton,240,207.78,151.01,13.84,35.96,90.79,255.72,755.09
Dress,"Reyes, Howard and Jackson Basics (budget)",M,cotton,181,91.37,68.21,6.25,14.79,30.63,99.42,310.68
Casual Dress,Kim and Sons (mid_range),XXXL,cotton,509,662.7,474.48,45.64,402.24,518.14,1651.02,3754.21
Dress,Nguyen & Co. (premium),XXL,cotton,744,2221.4,1685.09,114.93,1945.21,2447.84,9740.82,18155.3
Casual Dress,"Chapman, Smith and Meyer Basics (budget)",XL,cotton,218,129.99,110.72,9.78,24.01,39.77,190.04,504.31
Dress,Anderson & Co. (premium),S,cotton,729,904.01,861.22,66.4,946.14,1049.16,5003.74,8830.67
Dress,Shaw-Wilson (mid_range),M,cotton,535,360.04,279.48,20.89,242.88,393.28,970.31,2266.88
Dress,Oneal & Co. (premium),L,cotton,773,1431.33,1236.95,106.81,1343.28,1366.27,7052.62,12537.27
Dress,Page & Co. (premium),XXL,cotton,872,2615.53,2210.82,181.96,2652.58,3276.65,13819.9,24757.45
Dress,Dawson Group Basics (budget),XL,cotton,174,103.18,96.44,7.17,19.11,31.95,143.56,401.41
Contemporary Dress,Evans Inc Basics (budget),XXXL,cotton,155,147.06,125.11,10.39,26.37,46.24,198.67,553.84
Classic Dress,"Brown, Haynes and Perez Basics (budget)",L,cotton,203,119.66,99.7,9.03,21.56,50.93,151.88,452.76
Dress,Hunt & Co. (premium),XXXL,cotton,873,2657.32,2564.25,184.24,2497.57,3255.78,12151.51,23310.68
Formal Dress,Brown Ltd Basics (budget),XL,cotton,193,114.51,87.1,7.73,19.54,36.13,145.32,410.33
Vintage Dress,"Wu, Cook and Caldwell Basics (budget)",XXL,cotton,146,116.08,86.48,7.92,19.5,36.96,142.48,409.41
Dress,Horn-Smith (mid_range),L,cotton,541,436.81,349.18,22.17,302.17,426.49,1283.4,2820.23
Dress,Parks Ltd Basics (budget),XXL,cotton,228,188.59,192.28,12.44,35.06,66.9,240.95,736.22
Vintage Dress,Garcia Couture (luxury),S,cotton,1568,3311.09,2633.15,204.4,6950.09,10169.42,41599.35,64867.5
Modern Dress,Hudson-Ross Basics (budget),XXXL,cotton,160,143.53,140.89,11.22,29.97,58.07,245.68,629.37
Dress,Schmitt & Co. (premium),S,cotton,653,881.53,863.98,62.29,866.36,1314.07,4097.77,8086.0
Dress,Moore Ltd Basics (budget),XXXL,cotton,141,129.69,104.21,10.34,24.68,46.48,202.95,518.35
Dress,Davis Inc (mid_range),S,cotton,453,274.73,256.92,21.17,226.02,303.0,1027.69,2109.52
Dress,"Acevedo, Hernandez and Thompson Basics (budget)",S,cotton,150,51.94,41.51,2.69,9.39,17.54,74.14,197.21
Dress,Jones & Co. (premium),XL,cotton,873,2172.01,2097.28,115.52,2137.09,2204.26,11219.99,19946.15
Dress,Grant-Pruitt Basics (budget),M,cotton,207,89.36,70.44,4.99,15.11,32.23,105.21,317.35
Dress,"Coleman, Garcia and Lopez Basics (budget)",L,cotton,250,136.34,125.15,8.02,26.67,45.59,218.24,560.0
Dress,Jackson-Rogers (mid_range),XXXL,cotton,306,411.91,390.41,28.0,299.03,458.96,1202.62,2790.92
Dress,"Bolton, Wood and Schmidt Basics (budget)",XL,cotton,231,143.98,110.7,9.48,25.22,67.14,173.02,529.53
Dress,Peterson-Davis (mid_range),S,cotton,438,257.4,202.32,20.09,185.66,283.81,783.56,1732.83
Dress,"Davis, Shepherd and Reeves Basics (budget)",M,cotton,190,95.11,82.29,6.4,18.09,45.29,132.73,379.9
Dress,Ryan Group Basics (budget),XXXL,cotton,159,135.22,95.65,9.09,24.93,66.72,191.92,523.52
Dress,Green & Co. (premium),XL,cotton,808,1773.82,1349.44,115.8,1522.22,1623.11,7823.02,14207.42
Formal Dress,Andrews & Co. (premium),XL,cotton,830,2070.23,1504.69,137.04,2184.95,2937.51,11558.44,20392.85
Dress,Mccoy Inc (mid_range),L,cotton,416,365.21,310.75,19.53,264.4,282.37,1225.49,2467.75
Dress,Krueger-Franklin Basics (budget),M,cotton,213,108.74,98.69,5.66,19.6,41.77,137.2,411.66
Classic Dress,Hill & Co. (premium),S,cotton,683,874.95,850.32,62.65,815.86,921.89,4089.05,7614.72
Dress,"Hodge, Moore and Wall Basics (budget)",XXXL,cotton,239,226.79,159.34,12.95,41.25,96.93,328.97,866.24
Dress,Evans and Sons Basics (budget),L,cotton,232,135.22,132.69,10.29,25.84,59.31,179.24,542.58
Vintage Dress,"Bernard, Gutierrez and Macdonald Basics (budget)",M,cotton,188,95.3,69.48,6.08,15.88,37.56,109.14,333.44
Dress,Moss Ltd (mid_range),M,cotton,529,358.98,319.18,20.0,257.25,324.55,1121.01,2400.96
Dress,Bradley Couture (luxury),XXXL,cotton,1037,5901.19,5165.47,314.15,11164.93,15822.9,65837.37,104206.0
Dress,"Chambers, Gentry and Thomas (mid_range)",XXXL,cotton,361,496.48,452.8,29.67,356.74,408.78,1585.1,3329.57
Dress,Meadows & Co. (premium),L,cotton,847,1518.03,1233.23,83.17,1517.89,1948.99,7865.63,14166.94
Dress,Palmer Couture (luxury),S,cotton,1140,2472.69,2271.09,177.93,4524.84,5245.65,27539.63,42231.83
Dress,Rocha Couture (luxury),M,cotton,1240,3499.13,3082.74,184.96,7918.43,12108.47,47111.62,73905.35
Contemporary Dress,Roy LLC Basics (budget),XL,cotton,194,123.62,109.59,8.78,22.5,41.7,166.22,472.41
Dress,Day-Wyatt Basics (budget),XXXL,cotton,203,174.84,165.71,11.31,35.98,72.91,294.8,755.54
Dress,"Spencer, Hardin and Higgins (mid_range)",XXL,cotton,488,601.07,508.13,30.07,448.35,711.73,1885.23,4184.58
Dress,Kelly Ltd (mid_range),M,cotton,422,306.02,271.94,20.61,228.53,293.52,1012.33,2132.96
Dress,"Bates, Butler and Thompson Basics (budget)",M,cotton,231,110.68,93.82,8.77,20.77,37.7,164.47,436.22
Dress,Little Couture (luxury),S,cotton,1593,3487.44,3418.6,231.04,7535.49,11293.9,44364.76,70331.22
Dress,English & Co. (premium),XL,cotton,674,1546.51,1403.56,78.6,1574.29,2135.49,7954.93,14693.39
Dress,"Barron, Torres and Baker Basics (budget)",L,cotton,215,128.31,122.67,7.37,25.82,50.51,207.5,542.17
Dress,Smith-Fox Basics (budget),L,cotton,203,109.91,106.5,8.62,22.9,44.93,187.97,480.83
Dress,Brown-Brown Basics (budget),M,cotton,191,91.62,80.48,6.3,16.95,41.54,119.12,356.01
Dress,"Welch, Hayes and Perez (mid_range)",M,cotton,510,359.06,328.5,21.39,303.57,413.92,1406.9,2833.34
Dress,Herman Couture (luxury),M,cotton,1462,3889.73,3325.99,275.94,6696.46,10142.7,38169.45,62500.27
Dress,Byrd & Co. (premium),L,cotton,664,1358.05,1263.7,97.53,1244.36,1351.24,6299.1,11613.99
Dress,Schneider and Sons (mid_range),M,cotton,462,330.1,316.98,21.38,235.91,322.62,974.87,2201.86
Dress,Watson Couture (luxury),M,cotton,1735,4503.09,3652.79,355.85,9188.17,14327.12,53729.25,85756.27
Dress,Martinez & Co. (premium),M,cotton,762,1296.94,1204.75,74.26,1320.74,1568.35,6861.88,12326.92
Dress,Goodwin-Snyder Basics (budget),S,cotton,146,49.16,40.8,2.77,8.54,16.88,61.2,179.36
Dress,"Gonzalez, Davis and Pacheco Basics (budget)",M,cotton,150,73.49,62.02,5.07,14.44,31.94,116.33,303.29
Dress,Valentine-Mckinney (mid_range),L,cotton,348,293.62,217.01,20.01,197.17,263.13,849.3,1840.25
Dress,Wright-Smith Basics (budget),L,cotton,240,135.93,102.67,7.99,25.95,60.11,212.21,544.86
Dress,"Davis, Espinoza and Walsh Basics (budget)",S,cotton,247,96.57,93.44,6.16,18.22,45.83,122.45,382.66
Dress,Cooper LLC Basics (budget),S,cotton,152,60.25,56.9,3.61,11.93,29.95,87.96,250.6
Casual Dress,Ruiz-Carter Basics (budget),XL,cotton,209,148.36,113.07,9.43,27.19,58.06,214.78,570.89
Dress,Floyd-Kelley (mid_range),M,cotton,357,261.65,185.39,14.76,158.99,206.64,656.48,1483.9
Dress,Martinez-Barry Basics (budget),XXXL,cotton,222,211.7,208.51,11.78,39.72,81.46,280.85,834.02
Dress,Roman Ltd Basics (budget),S,cotton,179,61.11,43.98,3.61,10.82,26.25,81.44,227.21
Dress,Garcia and Sons Basics (budget),XXXL,cotton,208,183.73,143.84,11.29,32.85,79.56,238.54,689.8
Casual Dress,"Rowe, Walters and Young (mid_range)",L,cotton,547,444.33,349.16,35.05,280.29,379.82,1127.36,2616.01
Dress,Lopez and Sons Basics (budget),XXXL,cotton,160,160.13,150.83,8.34,30.27,77.58,208.59,635.74
Casual Dress,Peterson-Little (mid_range),XXXL,cotton,374,493.9,437.11,38.28,313.14,388.93,1251.29,2922.65
Traditional Dress,"Williams, Howell and Adams Basics (budget)",XL,cotton,231,150.29,138.8,8.39,29.7,66.74,229.71,623.63
Dress,Hunt & Co. (premium),XL,cotton,668,1526.1,1277.23,79.55,1512.57,1801.26,7920.63,14117.35
Casual Dress,"Andrews, Johnson and Kennedy Basics (budget)",M,cotton,195,99.13,97.4,5.61,19.37,40.99,144.3,406.81
Dress,Nichols-King Basics (budget),XL,cotton,210,141.63,109.02,9.71,24.62,57.41,174.62,517.0
Contemporary Dress,"Simpson, Rose and Davis Basics (budget)",XXXL,cotton,150,129.67,108.77,8.06,23.26,44.16,174.55,488.47
Formal Dress,Montoya Group (mid_range),M,cotton,550,373.75,365.45,26.37,244.03,302.17,965.81,2277.58
Classic Dress,Gray & Co. (premium),M,cotton,784,1263.62,952.17,93.62,1042.12,1226.08,5148.82,9726.43
Dress,"Jones, Berry and Schwartz (mid_range)",M,cotton,537,382.18,336.33,21.45,299.59,387.03,1369.6,2796.18
Dress,Williams and Sons Basics (budget),L,cotton,184,95.48,85.44,5.63,16.38,30.64,110.32,343.89
Dress,Peterson-Williams Basics (budget),XXL,cotton,176,126.02,111.52,9.88,21.95,44.95,146.62,460.92
Traditional Dress,Reyes-Brown (mid_range),XXXL,cotton,540,771.44,752.71,47.44,585.65,927.89,2380.95,5466.08
Vintage Dress,Andrews Couture (luxury),XL,cotton,1448,5305.01,4354.95,356.48,9863.86,15357.62,56824.76,92062.68
Dress,"Phillips, Thornton and Huerta Basics (budget)",M,cotton,240,112.93,107.74,6.94,22.73,51.24,175.81,477.39
Dress,Miller & Co. (premium),S,cotton,783,1015.03,854.35,59.32,1005.19,1118.36,5329.54,9381.78
Dress,"Buchanan, Khan and Mcclain (mid_range)",XXL,cotton,490,566.35,512.94,42.08,404.9,578.62,1674.19,3779.08
Dress,Riggs & Co. (premium),XXL,cotton,897,2456.77,2482.43,162.78,2336.24,3197.02,11169.62,21804.86
Dress,Allen Group (mid_range),XL,cotton,435,424.68,342.95,33.32,332.43,454.78,1514.52,3102.68
Dress,Stone Couture (luxury),M,cotton,1289,3817.08,3350.69,272.85,8519.75,12800.88,50756.4,79517.64
Casual Dress,"Rodriguez, Harrison and Hale (mid_range)",M,cotton,455,302.39,248.27,24.02,194.09,255.79,786.93,1811.48
Dress,Cuevas & Co. (premium),L,cotton,605,1217.52,1025.38,67.38,1025.19,1377.79,4855.15,9568.41
Contemporary Dress,Davis Ltd (mid_range),XXL,cotton,458,565.2,530.96,28.91,423.59,629.65,1775.21,3953.51
Dress,Adams and Sons (mid_range),XXL,cotton,369,477.97,438.48,36.04,327.14,385.2,1388.46,3053.3
Dress,Alvarado PLC (mid_range),L,cotton,540,446.87,434.93,32.59,366.83,493.1,1649.41,3423.72
Dress,"Cochran, Schmidt and Mccormick (mid_range)",S,cotton,550,328.05,255.83,24.35,211.37,282.9,870.27,1972.78
Dress,Forbes-Morgan (mid_range),L,cotton,525,441.03,383.74,33.05,313.2,404.71,1347.5,2923.23
Dress,Price Ltd (mid_range),XXXL,cotton,523,751.26,707.57,48.02,563.47,700.76,2487.99,5259.07
Vintage Dress,Bishop & Co. (premium),XXXL,cotton,629,2047.73,1504.34,134.79,1912.38,2636.33,9613.32,17848.89
Dress,Olsen and Sons Basics (budget),XXL,cotton,241,176.85,132.89,11.33,31.17,79.83,222.45,654.5
Dress,"Reeves, Roberts and Cameron (mid_range)",XL,cotton,380,344.73,270.13,25.6,238.57,329.2,1018.45,2226.69
Dress,"Merritt, Kelly and Jones (mid_range)",XXL,cotton,544,662.94,618.46,41.15,533.93,793.14,2333.77,4983.38
Dress,Edwards Ltd (mid_range),XXXL,cotton,483,642.56,638.14,41.55,456.58,549.59,1933.02,4261.43
Dress,Robinson LLC Basics (budget),M,cotton,233,111.35,110.75,6.98,20.0,33.93,136.98,420.0
Contemporary Dress,Spence & Co. (premium),XL,cotton,692,1655.08,1459.0,123.68,1595.83,1602.54,8458.29,14894.43
Dress,Bradshaw Ltd Basics (budget),XXL,cotton,245,180.72,180.44,13.05,36.12,84.94,263.17,758.44
Dress,Miller Ltd Basics (budget),L,cotton,235,141.78,120.1,9.99,27.25,60.43,212.68,572.22
Casual Dress,Green & Co. (premium),S,cotton,856,1220.75,1223.22,89.57,1256.66,1669.48,6269.13,11728.82
Dress,"Lee, Montgomery and Rios Basics (budget)",M,cotton,234,111.38,97.08,8.08,20.77,49.79,148.99,436.08
Dress,Bailey Couture (luxury),XXXL,cotton,1656,8479.85,6880.04,531.68,13572.51,17940.25,79272.46,126676.8
Dress,Walker PLC Basics (budget),XL,cotton,247,174.41,152.15,12.51,31.75,84.22,211.65,666.69
Dress,Butler-Brooks (mid_range),L,cotton,335,287.3,262.72,17.3,198.69,248.54,839.92,1854.47
Dress,Nelson LLC Basics (budget),L,cotton,223,129.48,128.68,7.25,26.02,64.03,190.93,546.4
Dress,Walsh & Co. (premium),XXL,cotton,897,2669.07,2417.01,181.1,2564.97,3190.08,12917.48,23939.7
Dress,Hale & Co. (premium),XL,cotton,639,1542.52,1243.98,109.79,1608.68,2069.87,8439.49,15014.33
Modern Dress,Morris-Hall Basics (budget),S,cotton,220,86.83,70.27,4.59,15.68,26.91,125.0,329.28
Dress,Harper-Lewis Basics (budget),M,cotton,194,83.21,75.27,5.16,15.3,29.47,112.85,321.26
Dress,"Green, Whitehead and Martin Basics (budget)",L,cotton,153,79.36,68.99,6.13,14.25,28.92,101.61,299.26
Classic Dress,Reyes & Co. (premium),XL,cotton,678,1403.53,1171.54,86.9,1248.03,1665.08,6073.24,11648.33
Classic Dress,Smith Ltd Basics (budget),M,cotton,223,100.35,101.77,7.7,20.62,42.94,159.68,433.06
Classic Dress,Lee-Hernandez (mid_range),S,cotton,469,256.7,253.46,18.5,185.63,258.58,759.67,1732.53
Dress,Campbell-Romero Basics (budget),XXXL,cotton,229,221.68,161.51,13.76,35.92,77.07,244.45,754.4
Dress,Johnson & Co. (premium),XXXL,cotton,677,2186.15,2030.0,171.33,2341.12,2936.15,12185.7,21850.45
